News#,Title Content, match,Score,Polarity
3070,"CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL",,0,Neutral
3071,"CENTRAL BANCSHARES &lt;CBSS> 1ST QTR NET",,0,Neutral
3072,"U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK",,0,Neutral
3073,"REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7",,0,Neutral
3074,"TEXTRON &lt;TXT> PLANS SALE OF AVCO DIVISION",,0,Neutral
3075,"N.Y. PLATINUM FUTURES FINISH HIGHER",,0,Neutral
3076,"GREEN TREE ACCEPTANCE INC &lt;GNT> 1ST QTR NET",,0,Neutral
3077,"MINNEAPOLIS WHEAT PROTEIN SCALES",,0,Neutral
3078,"U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS",objections,-1,Negative
3079,"JAMESWAY &lt;JMY> SEES YEAR SALES AT 700 MLN DLRS",,0,Neutral
3080,"BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER",strong,1,Positive
3081,"CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS",,0,Neutral
3082,"CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE",crude,-1,Negative
3083,"ATT &lt;T> GETS GEORGIA RATE REDUCTION APPROVAL",approval,1,Positive
3084,"CHICAGO DELIVERABLE WHEAT STOCKS",,0,Neutral
3085,"CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE",,0,Neutral
3086,"CHICAGO DELIVERABLE SOYBEAN STOCKS",,0,Neutral
3087,"MINNEAPOLIS SPRING WHEAT CLOSES HIGHER",,0,Neutral
3088,"DELIVERABLE GRADE GUIDE",,0,Neutral
3089,"MINNEAPOLIS DELIVERABLE OAT STOCKS",,0,Neutral
3090,"PORK BELLY FUTURES CLOSE MIXED",,0,Neutral
3091,"COMEX SILVER FUTURES CLOSE ON HIGHS",,0,Neutral
3092,"TOLEDO DELIVERABLE WHEAT STOCKS",,0,Neutral
3093,"WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER",,0,Neutral
3094,"TOLEDO DELIVERABLE CORN STOCKS",,0,Neutral
3095,"LUMBER FUTURES TRIM LOSSES AT CLOSE",losses,-1,Negative
3096,"CHASE MANHATTAN TO CLOSE PERU CONSUMER OPERATION",,0,Neutral
3097,"ST LOUIS DELIVERABLE CORN STOCKS",,0,Neutral
3098,"TOLEDO DELIVERABLE SOYBEAN STOCKS",,0,Neutral
3099,"AVON SAYS IT TO BUY GIORGIO INC, A FRAGRANCE COMPANY, FOR 185 MLN DLRS",,0,Neutral
3100,"CANADIAN METALS - April 7",,0,Neutral
3101,"COMEX ALUMINUM FUTURES SETTLE UNCHANGED",,0,Neutral
3102,"KANSAS CITY DELIVERABLE GRAIN STOCKS",,0,Neutral
3103,"TWA SAYS MARCH SYSTEM LOAD FACTOR RISES TO 67.4 PCT FROM 60.4 PCT A YEAR AGO",,0,Neutral
3104,"MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS",,0,Neutral
3105,"MINNEAPOLIS DELIVERABLE SPRING WHEAT STOCKS",,0,Neutral
3106,"YEUTTER WARNS CONGRESS ON TRADE RETALIATION",,0,Neutral
3107,"JEUMONT-SCHNEIDER SETS UP CANADIAN SUBSIDIARY",,0,Neutral
3108,"U.S. GOLD FUTURES END STRONGER, NEAR DAY'S HIGHS",gold, stronger,2,Positive
3109,"WASTE MANAGEMENT &lt;WMT> CANNOT ACCOUNT FOR DROP",waste,-1,Negative
3110,"IRAQ CCC CREDIT GUARANTEES SWITCHED - USDA",,0,Neutral
3111,"AVON PRODUCTS &lt;AVP> TO BUY GIORGIO FOR 185 MLN",,0,Neutral
3112,"NATIONAL AVERAGE PRICES FOR FARMER-OWNED RESERVE",,0,Neutral
3113,"CBT WHEAT FUTURES RALLY TO CLOSE HIGHER",,0,Neutral
3114,"HONDURAS SEEKING PL-480 VESSELS FOR BULK WHEAT",,0,Neutral
3115,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
3116,"DEERE &lt;DE> AND UNIT DEBT DOWNGRADED BY MOODY'S",moody, debt,-2,Negative
3117,"MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS",,0,Neutral
3118,"TWA &lt;TWA> MARCH TRAFFIC RISES",,0,Neutral
3119,"NY COTTON EXTENDS GAINS LATE, SETTLES HIGHER",gains,1,Positive
3120,"CBT SOYPRODUCT FUTURES CLOSE MIXED",,0,Neutral
3121,"GENCORP &lt;GY> SAYS BUYBACK BETTER THAN TAKEOVER",better,1,Positive
3122,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
3123,"BERRY PETROLEUM, NORRIS OIL &lt;NOIL> TO MERGE",,0,Neutral
3124,"CCC CREDITS FOR BANGLADESH AMENDED - USDA",,0,Neutral
3125,"ALLIED-SIGNAL &lt;ALD> UNIT TO CUT EMPLOYEES",,0,Neutral
3126,"NY COCOA FUTURES CLOSE MIXED",,0,Neutral
3127,"CCC SEED CREDIT GURANTEES FOR ALGERIA - USDA",,0,Neutral
3128,"AMR &lt;AMR> FORMS NEW INVESTMENT UNIT",,0,Neutral
3129,"USDA ANNOUNCES WORLD MARKET RICE PRICES",,0,Neutral
3130,"TOTAL SYSTEM SERVICES INC &lt;TSYS> 1ST QTR NET",,0,Neutral
3131,"HUBCO INC &lt;HCO> 1ST QTR NET",,0,Neutral
3132,"KANSAS CITY GULF EXPORT PRICES - USDA",,0,Neutral
3133,"MANHATTAN NATIONAL &lt;MLC> ELECTS CHAIRMAN",,0,Neutral
3134,"CHICAGO CASH GRAIN",,0,Neutral
3135,"&lt;WILDERNESS EXPERIENCE INC> 4TH QTR LOSS",, loss,-1,Negative
3136,"TOTAL SYSTEMS SERVICES &lt;TSYS> 1ST QTR NET",,0,Neutral
3137,"WILDERNESS EXPERIENCE MAY FILE FOR BANKRUPTCY",,0,Neutral
3138,"KANSAS CITY DAILY FEED-WHOLESALE PRICES (USDA)",,0,Neutral
3139,"RECENT INITIAL SHARE OFFERINGS FILED WITH SEC",,0,Neutral
3140,"E-TRON NAMES DIRECTOR OF CHAFF DIVISION",chaff,-1,Negative
3141,"PERCEPTRONICS &lt;PERC> UNIT GETS NAVY CONTRACT",,0,Neutral
3142,"BERMUDA STAR &lt;BSL> LEASES VESSEL",,0,Neutral
3143,"IRAQ SAYS FIERCE FIGHTING TO DISLODGE IRANIANS",fierce,-1,Negative
3144,"PREMDOR PLANS TWO-FOR-ONE STOCK SPLIT",split,-1,Negative
3145,"TELETRAK ADVANCED TECHNOLOGY 4TH QTR LOSS",loss, advanced,0,Neutral
3146,"&lt;HOOKER CORP LTD> NAMES NEW PRESIDENT FOR UNIT",,0,Neutral
3147,"CANNON &lt;CAN> SELLS STAKE IN HBO/CANNON VENTURE",,0,Neutral
3148,"GENCORP &lt;GY> STAYS ON S/P CREDITWATCH, NEGATIVE",negative,-1,Negative
3149,"HOUSTON OIL TRUST &lt;HO> HALTS ROYALTIES",trust,1,Positive
3150,"UPPER PENINSULA POWER CO &lt;UPEN> SETS PAYOUT",,0,Neutral
3151,"NY COFFEE FUTURES CLOSE HIGHER",,0,Neutral
3152,"ITT CORP &lt;ITT> DECLARES DIVIDEND",,0,Neutral
3153,"DAILY MIDWEST LIVESTOCK SUMMARY - USDA",,0,Neutral
3154,"PACIFIC LIGHTING CORP &lt;PLT> QTLY DIVIDEND",,0,Neutral
3155,"STALEY CONTINENTAL &lt;STA> REGULAR DIVIDEND SET",,0,Neutral
3156,"ITT CORP &lt;ITT> REGULAR QTRLY DIVIDEND",,0,Neutral
3157,"HOG/CORN RATIO UP IN WEEK - USDA",,0,Neutral
3158,"COMTERM, GENERAL INSTRUMENT (GRL) IN CONTRACT",,0,Neutral
3159,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
3160,"MINNEAPOLIS DAILY CASH GRAIN CLOSE (RAIL) USDA",rail,-1,Negative
3161,"CRYODYNAMICS &lt;CRYD> WARRANTS CONVERTED",,0,Neutral
3162,"MOODY'S DOWNGRADES DAYTON HUDSON'S 1.3 BILLION DLRS OF DEBT",moody, debt,-2,Negative
3163,"SUN &lt;SUN> RAISES HEATING OIL BARGE PRICE",,0,Neutral
3164,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
3165,"U.S. SELLING 13.2 BILLION DLRS OF 3 AND 6-MO BILLS APRIL 13 TO PAY DOWN 12.35 BILLION DLRS",,0,Neutral
3166,"LEVITT &lt;LVT> FILES FOR DEBENTURE OFFERING",,0,Neutral
3167,"SPORTSCENE ACQUIRES CHRISTOPHE VAN HOUTTE CHAIN",,0,Neutral
3168,"U.S. CONSUMER CREDIT ROSE 1.77 BILLION DLRS IN FEB VS REVISED 789 MLN JAN GAIN",gain,1,Positive
3169,"NYSE TUMBLES 45 POINTS ON PROFIT TAKING AND FUTURES RELATED SELL PROGRAMS, TRADERS SAY",tumbles,-1,Negative
3170,"RONSON CORP &lt;RONC> 4TH QTR DEC 31",,0,Neutral
3171,"IRAQ REPORTS FIERCE FIGHTING TO REMOVE IRANIANS",fierce,-1,Negative
3172,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
3173,"TREASURY BALANCES AT FED ROSE ON APRIL 6",,0,Neutral
3174,"GENERAL PHYSICS &lt;GPHY> TO PURCHASE SHARES",,0,Neutral
3175,"ITT CORP TO BUY BACK UP TO 10 MLN SHARES OF COMMON STOCK",,0,Neutral
3176,"KANSAS CITY TRUCK PRICES - USDA",,0,Neutral
3177,"U.S. TO SELL 13.2 BILLION DLRS IN BILLS",,0,Neutral
3178,"MANUFACTURERS &lt;MHC> IN BUILDING FORECLOSURE",,0,Neutral
3179,"TEXACO FILES IN TEXAS COURT TO ENJOIN 10.3 BILLION DLR BOND, PENNZOIL ATTORNEY",enjoin,-1,Negative
3180,"ITT STOCK BUYBACK TO INCLUDE COMMON AND PREFERRED SHARES",,0,Neutral
3181,"TERRACE BANK OF FLORIDA TO SELL 500,000 SHARES",,0,Neutral
3182,"HI-SHEAR INDUSTRIES INC &lt;HSI> SETS PAYOUT",,0,Neutral
3183,"COCA-COLA BOTTLING &lt;COKE> TERMINATES TALKS",,0,Neutral
3184,"N.Y. FCOJ FUTURES CLOSE HIGHER",,0,Neutral
3185,"ITT &lt;ITT> TO BUY BACK COMMON, PREFERRED ISSUES",issues,-1,Negative
3186,"WINNIPEG OILSEED FUTURES END UP, GRAINS MIXED",,0,Neutral
3187,"WEEKLY ELECTRIC OUTPUT UP 11.1 PCT FROM 1986",,0,Neutral
3188,"U.S. DEBT FUTURES CLOSE DOWN, NEAR DAILY LOWS",debt,-1,Negative
3189,"DAYTON HUDSON &lt;XXX> DOWNGRADED BY MOODY'S",moody,-1,Negative
3190,"JAPANESE CRUSHERS BUY CANADIAN RAPESEED",,0,Neutral
3191,"CAREPLUS &lt;CPLS> SEEKS APPROVAL IN ACQUISITION",approval,1,Positive
3192,"WALL STREET CLOSE SHARPLY LOWER",sharply,-1,Negative
3193,"N.Y. PHYSICAL COFFEE MARKET SEES LIGHT BUSINESS",,0,Neutral
3194,"SOUTHERN UNION &lt;SUG> TO SELL NOTES, DEBENTURES",,0,Neutral
3195,"CANADA STOCKS CLOSE LOWER ON PROFIT TAKING",,0,Neutral
3196,"U.S. ENERGY FUTURES SETTLE WITH MODEST GAINS",gains, modest,2,Positive
3197,"U.S. FEB CONSUMER CREDIT ROSE 1.77 BILLION DLRS",,0,Neutral
3198,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
3199,"GULF EDIBLE OIL PRICES - April 7",,0,Neutral
3200,"TEXACO &lt;TX> FILES TO ENJOIN 10.3 BILLION DLR BOND",enjoin,-1,Negative
3201,"MOODY'S AFFIRMS UNITED TECHNOLOGIES &lt;UTX> DEBT",moody, debt,-2,Negative
3202,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
3203,"GROUP TO BUY MORE INTERMEDICS &lt;ITM> SHARES",,0,Neutral
3204,"SEAGATE TECHNOLOGY &lt;SGAT> 3RD QTR MARCH 3 NET",,0,Neutral
3205,"GROUP RAISES TEXSTYRENE &lt;FOAM> STAKE TO 11.7 PCT",,0,Neutral
3206,"ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT",,0,Neutral
3207,"NEBRASKA FEEDLOT CATTLE UP 0.50/1.00 DLR - USDA",,0,Neutral
3208,"SPARTECH &lt;SPTN> REVERSE STOCK SPLIT APPROVED",split,-1,Negative
3209,"PEOPLE RIDESHARING SYSTEMS &lt;RIDE> 1ST QTR NET",,0,Neutral
3210,"SUPERMARKETS GENERAL &lt;SGL> AFFIRMED BY S/P",,0,Neutral
3211,"ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK",redeem,1,Positive
3212,"GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER",supported,1,Positive
3213,"BRAZIL'S DEBT CRISIS BECOMING POLITICAL CRISIS",crisis, debt,-3,Negative
3214,"WALL STREET STOCKS CLOSING AVERAGES",,0,Neutral
3215,"AMEX STOCK PRICES CLOSE LOWER",,0,Neutral
3216,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
3217,"DESJARDINS GROUP LOWERS VISA INTEREST RATE",,0,Neutral
3218,"SEEQ TECHNOLOGY INC &lt;SEEQ> 2ND QTR MARCH 31",,0,Neutral
3219,"TX/W OKLA FEEDLOT CATTLE STDY/UP 0.50 DLR-USDA",,0,Neutral
3220,"N.Y. OILSEEDS REPORT",,0,Neutral
3221,"BAHIA COCOA FUTURES CLSG",,0,Neutral
3222,"LITTLE INDUSTRY IMPROVEMENT - DATA GENERAL &lt;DGN>",improvement,1,Positive
3223,"MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS",,0,Neutral
3224,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",losses, modest,0,Neutral
3225,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
3226,"CENTRAL U.S. CARLOT PORK TRADE - USDA - APRIL 7",,0,Neutral
3227,"U.S.-SDR RATE MOVES TO 1.28435",,0,Neutral
3228,"REPUBLICBANK &lt;RPT> DEBT DOWNGRADED BY S/P",debt,-1,Negative
3229,"NACCO INDUSTRIES &lt;NC> TO REPORT 2ND QTR GAIN",gain,1,Positive
3230,"NYFE TO MOVE TO N.Y. COTTON EXCHANGE",,0,Neutral
3231,"INTERFACE FLOORING SYSTEMS &lt;IFSIA> IN OFFERING",,0,Neutral
3232,"CASH WHOLESALE PORK PRICES",,0,Neutral
3233,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
3234,"BRAZILIAN SOYBEAN AND PRODUCT MARKET",,0,Neutral
3235,"BUFFTON &lt;BUFF> TO POST INVESTIGATION CHARGE",,0,Neutral
3236,"CASH WHOLESALE BEEF PRICES",,0,Neutral
3237,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
3238,"ASCS TERMINAL MARKET VALUES FOR PIK GRAIN",,0,Neutral
3239,"SUMMER/WINTER TIME CHANGES.",,0,Neutral
3240,"N.Y. RUBBER REPORT",,0,Neutral
3241,"AMERICAN DYNAMICS &lt;AMDC> TO SELL 51 PCT STAKE",,0,Neutral
3242,"ITT &lt;ITT> TO REDEEM THREE PREFERRED ISSUES",redeem, issues,0,Neutral
3243,"COMMODITY RESEARCH BUREAU PRICES INDEX New York,",,0,Neutral
3244,"CONRAIL FILES PETITION AGAINST ERIE &lt;ERIE>",,0,Neutral
3245,"BOXED BEEF CUT-OUT VALUE/MOVEMENT-USDA",,0,Neutral
3246,"REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7",,0,Neutral
3247,"GRAIN SHIPS LOADING AT PORTLAND",,0,Neutral
3248,"ITALY'S ENI TO INVEST IN VENEZUELAN PROJECTS",,0,Neutral
3249,"BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT",,0,Neutral
3250,"DREXEL TELLS U.S. STOCK BUYERS TO LOOK ABROAD",,0,Neutral
3251,"EASTERN KANSAS FEEDLOT CATTLE STEADY - USDA",steady,1,Positive
3252,"WESTERN KANSAS FEEDLOT CATTLE STDY/UP 0.50 - USDA",,0,Neutral
3253,"TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT",relief,1,Positive
3254,"REPUBLICBANK &lt;RPT> TO RECLASSIFY BRAZIL LOANS",,0,Neutral
3255,"SUPPLIES, MIDEAST TENSION FUEL GAINS IN OIL",tension, gains,0,Neutral
3256,"U.S. STOCK INDEX FUTURES PLUMMET IN LATE TRADE",,0,Neutral
3257,"CANADIAN BONDS CLOSE LOWER",,0,Neutral
3258,"FOB U.S. GULF CORN VALUES SLIGHTLY FIRMER",firmer,1,Positive
3259,"API SAYS DISTILLATE STOCKS UP 628,000 BBLS, GASOLINE UP 2.29 MLN, CRUDE UP 8.52 MLN",crude,-1,Negative
3260,"SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED",,0,Neutral
3261,"TEXACO &lt;TX> CONFIRMS TEXAS COURT FILING",,0,Neutral
3262,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
3263,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",losses, modest,0,Neutral
3264,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
3265,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
3266,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
3267,"AMOSKEAG BANK &lt;AMKG> TO SEEK REHEARING",,0,Neutral
3268,"EXPORT BUSINESS - GRAINS/OILSEEDS COMPLEX",complex,-1,Negative
3269,"EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER",tender, soft,2,Positive
3270,"DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM",enrich,1,Positive
3271,"RED LION INNS L.P. BEGINS OFFERING",,0,Neutral
3272,"JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER",tender, bonus,2,Positive
3273,"MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT",,0,Neutral
3274,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
3275,"COMMODITIES TODAY IN WASHINGTON FOR APRIL 8",,0,Neutral
3276,"BAKER, VOLCKER MEET WEST GERMAN OFFICIALS",,0,Neutral
3277,"LAC &lt;LAC> BOOSTING EXPLORATION SPENDING",,0,Neutral
3278,"TRILON DECLARES STOCK DIVIDEND",,0,Neutral
3279,"LAC MINERALS BOOSTING EXPLORATION SPENDING",,0,Neutral
3280,"LOGICON INC &lt;LGN> GETS CONTRACT ADD-ONS",,0,Neutral
3281,"API SAYS DISTILLATE, GASOLINE STOCKS UP IN WEEK",,0,Neutral
3282,"REUTER CANADA BUSINESS HIGHLIGHTS",,0,Neutral
3283,"REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7",,0,Neutral
3284,"FIRST TORONTO COMPLETES ISSUE",issue,-1,Negative
3285,"ALLEGHENY &lt;AG> PREFERED SHAREHOLDERS FILE SUIT",prefered,1,Positive
3286,"CAPITAL CITIES/ABC'S &lt;CCB> ABC TV IN DEAL",,0,Neutral
3287,"TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS",,0,Neutral
3288,"CANADIANS URGE EXEMPTION FROM U.S. TRADE BILL",,0,Neutral
3289,"INTERFACE &lt;IFSIA> BEGINS OFFERING",,0,Neutral
3290,"CHEVRON &lt;CHV> LAUNCHES PLATFORM OFF CALIFORNIA",,0,Neutral
3291,"MARITRANS L.P. BEGINS OFFERING",,0,Neutral
3292,"AMERICAN AGRONOMICS CORP &lt;AGR> 2ND QTR FEB 28",,0,Neutral
3293,"NASA PICKS BOEING &lt;BA> FOR SYSTEM CONTRACT",,0,Neutral
3294,"JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES, JAPANESE OFFICIALS SAY",,0,Neutral
3295,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G-7 MEETING, JAPANESE OFFICIALS SAY",,0,Neutral
3296,"REUTER BUSINESS NEWS HIGHLIGHTS, APRIL 7",,0,Neutral
3297,"TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES",,0,Neutral
3298,"GYNEX &lt;GYNXU>, SEARLE END MARKETING PACT",,0,Neutral
3299,"HELIG-MEYERS CO &lt;HMY> INCREASES DIVIDEND",,0,Neutral
3300,"HELIG-MEYERS CO &lt;HMY> YEAR FEB 28",,0,Neutral
3301,"NANOMETRICS INC &lt;NANO> REDUCES WORKFORCE",,0,Neutral
3302,"SENATE REPORT - REAGAN PLANS EARLY SDI DEPLOYMENT",,0,Neutral
3303,"KELLY OIL AND GAS PARTNERS &lt;KLY> YEAR DEC 31",,0,Neutral
3304,"TRANS-CANADA RESOURCES WINS FILING EXTENSION",wins,1,Positive
3305,"JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD",,0,Neutral
3306,"MOODY'S SAYS LOWER RATINGS SHOW 1987 DOWNTREND",moody,-1,Negative
3307,"COMSAT &lt;CQ> CHANGES NAME OF HI-NET UNIT",,0,Neutral
3308,"AMERITRUST &lt;AMTR> INTRODUCES IRA FUND",,0,Neutral
3309,"TCW CONVERTIBLE SECURITIES &lt;CVT> SETS DIVIDEND",,0,Neutral
3310,"AUSTRALIAN DOLLAR OPENS EASIER",easier,1,Positive
3311,"HOUSE COMMITTEE SLASHES ""STAR WARS"" FUNDING",,0,Neutral
3312,"RUDING SAYS BANKS, DEBTORS SHOULD TAKE LEAD",lead,1,Positive
3313,"CURRENCY FUTURES TO KEY OFF G-5, G-7 MEETINGS",,0,Neutral
3314,"TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL",,0,Neutral
3315,"TEXACO &lt;TX> GETS TEMPORARY RESTRAINING ORDER",,0,Neutral
3316,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
3317,"N.Z. UNEMPLOYMENT RATE 3.9 PCT IN DECEMBER QUARTER",,0,Neutral
3318,"DOLLAR OPENS EASIER IN TOKYO",easier,1,Positive
3319,"N.ZEALAND RESERVE BANK GIVES BOND TENDER DETAILS",tender,1,Positive
3320,"Bank of Japan buys dollars shortly after opening at around 145.30 yen -- dealers",,0,Neutral
3321,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",,0,Neutral
3322,"U.S. DOLLAR OPENS LOWER IN HONG KONG",,0,Neutral
3323,"JAPAN RUBBER STOCKS FALL IN MARCH",fall,-1,Negative
3324,"SOUTH KOREAN WON FIXED AT 25-MONTH HIGH",won,1,Positive
3325,"TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER",gold, firmer,2,Positive
3326,"HONG KONG TERM MONEY 1000 - APR 8",,0,Neutral
3327,"GOLD OPENS FIRMER IN HONG KONG",gold, firmer,2,Positive
3328,"SYDNEY FINANCIAL FUTURES OPEN MIXED",,0,Neutral
3329,"U.S. INTEREST RATE FUTURES OPEN SLIGHTLY LOWER",,0,Neutral
3330,"SIMEX CURRENCY FUTURES EASE IN EARLY TRADING",ease,1,Positive
3331,"NIPPON MINING LOWERS COPPER PRICE",,0,Neutral
3332,"REUTER WORLD NEWS HIGHLIGHTS 0300 GMT - APRIL 8",,0,Neutral
3333,"ASIAN DOLLAR DEPOSITS OPEN QUIETLY MIXED",,0,Neutral
3334,"YEN BOND FUTURES HIT RECORD HIGH IN EARLY TRADE",,0,Neutral
3335,"H.K. OFFICIAL, STOCK EXCHANGE BAR JARDINE ISSUE",issue,-1,Negative
3336,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",,0,Neutral
3337,"JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS",,0,Neutral
3338,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",,0,Neutral
3339,"SHARP CORP &lt;SHRP.T> TO SET UP PLANT IN THAILAND",sharp,1,Positive
3340,"YUGOSLAV WORKERS MAY BE ANGERED BY LOST SUBSIDIES",lost,-1,Negative
3341,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE",wins, confidence,2,Positive
3342,"ASIAN EXPORTERS FEAR DAMAGE FROM U.S.-JAPAN RIFT",rift, damage, fear,-3,Negative
3343,"UAL &lt;UAL.N> PILOTS PROPOSE WAGE CUT TO FUND BUYOUT",,0,Neutral
3344,"CHINA DAILY SAYS VERMIN EAT 7-12 PCT GRAIN STOCKS",,0,Neutral
3345,"JAPAN TO REVISE LONG-TERM ENERGY DEMAND DOWNWARDS",,0,Neutral
3346,"NISSAN MAY SUPPLY PARTS TO MEXICAN FORD, CHRYSLER",,0,Neutral
3347,"NEW ZEALAND RAISES FOREIGN INVESTMENT THRESHOLD",,0,Neutral
3348,"THAI TRADE DEFICIT WIDENS IN FIRST QUARTER",,0,Neutral
3349,"INDONESIA SEES CPO PRICE RISING SHARPLY",sharply,-1,Negative
3350,"JAPANESE CONSORTIUM WINS NEW YORK SUBWAY CAR ORDER",wins,1,Positive
3351,"Japan four-year note auction average yield record low 3.714 pct, stop 3.743 -official",,0,Neutral
3352,"Tokyo stock market index rises 128.34 to record close of 22,912.99",,0,Neutral
3353,"U.S. HOUSE COMMITTEE PROPOSES DEFENCE CUTS",,0,Neutral
3354,"NEC SUES SEIKO EPSON OVER COPYRIGHT INFRINGEMENT",sues, infringement,-2,Negative
3355,"AUSTRALIAN FOREIGN SHIP BAN ENDS BUT NSW PORTS HIT",,0,Neutral
3356,"INDONESIAN COMMODITY EXCHANGE MAY EXPAND",,0,Neutral
3357,"SRI LANKA GETS USDA APPROVAL FOR WHEAT PRICE",approval,1,Positive
3358,"WESTERN MINING TO OPEN NEW GOLD MINE IN AUSTRALIA",gold,1,Positive
3359,"SUMITOMO BANK AIMS AT QUICK RECOVERY FROM MERGER",recovery,1,Positive
3360,"SUBROTO SAYS INDONESIA SUPPORTS TIN PACT EXTENSION",supports,1,Positive
3361,"SOUTH AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",work,1,Positive
3362,"FINAL TERMS SET ON ATARI CORP CONVERTIBLE EUROBOND",,0,Neutral
3363,"BANGLADESH LIKELY TO SET HIGHER DEVELOPMENT PLAN",,0,Neutral
3364,"Bundesbank allocates 6.1 billion marks in 28-day repurchase pact at 3.80 pct",,0,Neutral
3365,"BUNDESBANK ALLOCATES 6.1 BILLION MARKS IN TENDER",tender,1,Positive
3366,"U.N. OFFERS GRANT FOR STUDY ON BANGLADESH BRIDGE",,0,Neutral
3367,"EIB 300 MLN GUILDER BULLET BOND PRICED AT PAR",,0,Neutral
3368,"BOND CORP STILL CONSIDERING ATLAS MINING BAIL-OUT",,0,Neutral
3369,"ECONOMIC SPOTLIGHT - EXCESS MONEY HURTS THAI BANKS",hurts,-1,Negative
3370,"CHINA INDUSTRIAL OUTPUT RISES IN FIRST QUARTER",,0,Neutral
3371,"SAITAMA BANK ISSUES 100 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
3372,"WESTPAC BANKING ISSUES 50 MLN AUSTRALIAN DLR BOND",issues,-1,Negative
3373,"JAPANESE AUTOMAKERS TURN TO FOUR-WHEEL STEERING",,0,Neutral
3374,"JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT U.S.",,0,Neutral
3375,"AMATIL PROPOSES TWO-FOR-FIVE BONUS SHARE ISSUE",issue, bonus,0,Neutral
